datetime,grid_id,value
2017-01-07T16:00:00Z,1X116,12.719367588932807
2017-01-07T16:00:00Z,9Q6TA,14.291666666666668
2017-01-07T16:00:00Z,KW43U,12.565217391304346
2017-01-07T16:00:00Z,VR4WG,15.853260869565219
2017-01-07T16:00:00Z,XJF9O,14.264302059496568
2017-01-08T08:00:00Z,3S31A,8.40953947368421
2017-01-08T08:00:00Z,A2FBI,7.8370098039215685
2017-01-08T08:00:00Z,DJN0F,6.408115942028985
2017-01-08T08:00:00Z,E5P9N,10.191337719298245
2017-01-08T08:00:00Z,FRITQ,31.070901785714288
2017-01-08T08:00:00Z,H96P6,10.067261904761907
2017-01-08T08:00:00Z,PG3MI,11.045454545454547
2017-01-08T08:00:00Z,QJHW4,4.476630434782608
2017-01-08T08:00:00Z,WT52R,6.930434782608696
2017-01-08T08:00:00Z,X5DKW,30.35
2017-01-08T08:00:00Z,ZP1FZ,7.857971014492753
2017-01-08T08:00:00Z,ZZ8JF,4.759943181818182
2017-01-08T16:00:00Z,1X116,10.462121212121213
2017-01-08T16:00:00Z,9Q6TA,14.79861111111111
2017-01-08T16:00:00Z,KW43U,13.347826086956523
2017-01-08T16:00:00Z,VR4WG,12.91304347826087
2017-01-08T16:00:00Z,XJF9O,10.738636363636363
2017-01-09T08:00:00Z,3S31A,11.419565217391304
2017-01-09T08:00:00Z,A2FBI,10.616600790513834
2017-01-09T08:00:00Z,DJN0F,7.4
2017-01-09T08:00:00Z,E5P9N,14.787845849802373
2017-01-09T08:00:00Z,FRITQ,31.070901785714288
2017-01-09T08:00:00Z,H96P6,9.96600790513834
2017-01-09T08:00:00Z,PG3MI,13.058876811594203
2017-01-09T08:00:00Z,QJHW4,5.067777777777778
2017-01-09T08:00:00Z,WT52R,9.575494071146244
2017-01-09T08:00:00Z,X5DKW,30.35
2017-01-09T08:00:00Z,ZP1FZ,9.364723320158102
2017-01-09T08:00:00Z,ZZ8JF,5.656159420289855
2017-01-09T16:00:00Z,1X116,16.264492753623188
2017-01-09T16:00:00Z,9Q6TA,15.681818181818182
2017-01-09T16:00:00Z,KW43U,10.78713768115942
2017-01-09T16:00:00Z,VR4WG,16.94746376811594
2017-01-09T16:00:00Z,XJF9O,16.423611111111114
2017-01-10T08:00:00Z,3S31A,11.960984848484848
2017-01-10T08:00:00Z,A2FBI,16.898809523809522
2017-01-10T08:00:00Z,DJN0F,12.86547619047619
2017-01-10T08:00:00Z,E5P9N,20.37470238095238
2017-01-10T08:00:00Z,FRITQ,31.070901785714288
2017-01-10T08:00:00Z,H96P6,8.414182194616977
2017-01-10T08:00:00Z,PG3MI,12.586309523809524
2017-01-10T08:00:00Z,QJHW4,7.0400584795321635
2017-01-10T08:00:00Z,WT52R,12.451785714285712
2017-01-10T08:00:00Z,X5DKW,30.35
2017-01-10T08:00:00Z,ZP1FZ,12.54375
2017-01-10T08:00:00Z,ZZ8JF,11.229699248120301
2017-01-10T16:00:00Z,1X116,20.520833333333336
2017-01-10T16:00:00Z,9Q6TA,21.970108695652172
2017-01-10T16:00:00Z,KW43U,21.9375
2017-01-10T16:00:00Z,VR4WG,21.166666666666664
2017-01-10T16:00:00Z,XJF9O,18.625
2017-01-11T16:00:00Z,1X116,14.236956521739131
2017-01-11T16:00:00Z,9Q6TA,15.991071428571429
2017-01-11T16:00:00Z,KW43U,14.623517786561266
2017-01-11T16:00:00Z,VR4WG,14.384963768115941
2017-01-11T16:00:00Z,XJF9O,13.543478260869566
2017-01-12T08:00:00Z,3S31A,10.439583333333333
2017-01-12T08:00:00Z,A2FBI,13.25595238095238
2017-01-12T08:00:00Z,E5P9N,16.18720238095238
2017-01-12T08:00:00Z,FRITQ,31.070901785714288
2017-01-12T08:00:00Z,H96P6,9.49962121212121
2017-01-12T08:00:00Z,PG3MI,11.920454545454545
2017-01-12T08:00:00Z,QJHW4,6.147443181818181
2017-01-12T08:00:00Z,WT52R,11.721212121212119
2017-01-12T08:00:00Z,X5DKW,30.35
2017-01-12T08:00:00Z,ZP1FZ,11.258901515151516
2017-01-12T08:00:00Z,ZZ8JF,6.284469696969698
2017-01-12T16:00:00Z,1X116,12.446557971014492
2017-01-12T16:00:00Z,9Q6TA,12.63888888888889
2017-01-12T16:00:00Z,KW43U,13.5625
2017-01-12T16:00:00Z,VR4WG,13.106884057971012
2017-01-12T16:00:00Z,XJF9O,11.682065217391305
2017-01-13T08:00:00Z,3S31A,11.197500000000002
2017-01-13T08:00:00Z,A2FBI,11.455357142857142
2017-01-13T08:00:00Z,DJN0F,13.280654761904763
2017-01-13T08:00:00Z,E5P9N,15.184523809523807
2017-01-13T08:00:00Z,FRITQ,31.070901785714288
2017-01-13T08:00:00Z,H96P6,17.74375
2017-01-13T08:00:00Z,PG3MI,13.095833333333331
2017-01-13T08:00:00Z,WT52R,10.191666666666666
2017-01-13T08:00:00Z,X5DKW,30.35
2017-01-13T08:00:00Z,ZP1FZ,11.090993788819876
2017-01-13T08:00:00Z,ZZ8JF,7.620048309178744
2017-01-13T16:00:00Z,1X116,13.645833333333334
2017-01-13T16:00:00Z,9Q6TA,15.820158102766799
2017-01-13T16:00:00Z,KW43U,16.32518115942029
2017-01-13T16:00:00Z,VR4WG,16.166666666666668
2017-01-13T16:00:00Z,XJF9O,13.979166666666668
2017-01-14T08:00:00Z,3S31A,13.075189393939393
2017-01-14T08:00:00Z,A2FBI,14.223214285714283
2017-01-14T08:00:00Z,DJN0F,13.972916666666666
2017-01-14T08:00:00Z,E5P9N,18.080357142857142
2017-01-14T08:00:00Z,FRITQ,31.070901785714288
2017-01-14T08:00:00Z,H96P6,15.487310606060603
2017-01-14T08:00:00Z,PG3MI,11.973484848484848
2017-01-14T08:00:00Z,QJHW4,7.1688596491228065
2017-01-14T08:00:00Z,WT52R,13.824013157894736
2017-01-14T08:00:00Z,X5DKW,30.35
2017-01-14T08:00:00Z,ZP1FZ,14.25909090909091
2017-01-14T08:00:00Z,ZZ8JF,10.784659090909091
2017-01-14T16:00:00Z,1X116,13.895833333333332
2017-01-14T16:00:00Z,9Q6TA,13.854166666666668
2017-01-14T16:00:00Z,KW43U,14.958333333333332
2017-01-14T16:00:00Z,VR4WG,16.75
2017-01-14T16:00:00Z,XJF9O,14.557065217391305
2017-01-15T08:00:00Z,3S31A,18.7905303030303
2017-01-15T08:00:00Z,A2FBI,18.783816425120776
2017-01-15T08:00:00Z,DJN0F,15.225974025974027
2017-01-15T08:00:00Z,E5P9N,21.5804347826087
2017-01-15T08:00:00Z,FRITQ,31.070901785714288
2017-01-15T08:00:00Z,H96P6,15.838095238095235
2017-01-15T08:00:00Z,PG3MI,16.669642857142858
2017-01-15T08:00:00Z,QJHW4,8.890641711229947
2017-01-15T08:00:00Z,WT52R,10.516666666666667
2017-01-15T08:00:00Z,X5DKW,30.35
2017-01-15T08:00:00Z,ZP1FZ,17.1342803030303
2017-01-15T08:00:00Z,ZZ8JF,9.682692307692307
2017-01-15T16:00:00Z,1X116,9.89945652173913
2017-01-15T16:00:00Z,9Q6TA,9.854166666666668
2017-01-15T16:00:00Z,KW43U,11.955615942028984
2017-01-15T16:00:00Z,VR4WG,10.5
2017-01-15T16:00:00Z,XJF9O,8.473684210526315
2017-01-16T08:00:00Z,3S31A,13.229166666666668
2017-01-16T08:00:00Z,A2FBI,12.528571428571428
2017-01-16T08:00:00Z,DJN0F,12.252083333333331
2017-01-16T08:00:00Z,E5P9N,13.924583333333334
2017-01-16T08:00:00Z,FRITQ,31.070901785714288
2017-01-16T08:00:00Z,H96P6,14.139285714285714
2017-01-16T08:00:00Z,PG3MI,13.25
2017-01-16T08:00:00Z,QJHW4,9.09891304347826
2017-01-16T08:00:00Z,WT52R,8.703750000000001
2017-01-16T08:00:00Z,X5DKW,30.35
2017-01-16T08:00:00Z,ZP1FZ,12.727916666666665
2017-01-16T08:00:00Z,ZZ8JF,7.490773809523809
2017-01-16T16:00:00Z,1X116,9.852777777777778
2017-01-16T16:00:00Z,9Q6TA,10.52153110047847
2017-01-16T16:00:00Z,KW43U,10.212566844919786
2017-01-16T16:00:00Z,VR4WG,9.931818181818182
2017-01-16T16:00:00Z,XJF9O,9.520833333333334
2017-01-17T08:00:00Z,3S31A,5.112698412698412
2017-01-17T08:00:00Z,A2FBI,4.6335227272727275
2017-01-17T08:00:00Z,DJN0F,5.414035087719299
2017-01-17T08:00:00Z,E5P9N,5.326501035196687
2017-01-17T08:00:00Z,FRITQ,31.070901785714288
2017-01-17T08:00:00Z,H96P6,6.221052631578948
2017-01-17T08:00:00Z,PG3MI,6.996894409937888
2017-01-17T08:00:00Z,QJHW4,4.384740259740259
2017-01-17T08:00:00Z,WT52R,4.942954545454546
2017-01-17T08:00:00Z,X5DKW,30.35
2017-01-17T08:00:00Z,ZP1FZ,6.4035714285714285
2017-01-17T16:00:00Z,1X116,14.648809523809522
2017-01-17T16:00:00Z,9Q6TA,15.589015151515152
2017-01-17T16:00:00Z,KW43U,17.654761904761905
2017-01-17T16:00:00Z,VR4WG,16.867424242424242
2017-01-17T16:00:00Z,XJF9O,14.87797619047619
2017-01-18T08:00:00Z,3S31A,11.325
2017-01-18T08:00:00Z,A2FBI,7.583333333333333
2017-01-18T08:00:00Z,DJN0F,6.612648221343874
2017-01-18T08:00:00Z,E5P9N,13.513241106719367
2017-01-18T08:00:00Z,FRITQ,31.070901785714288
2017-01-18T08:00:00Z,H96P6,9.977083333333333
2017-01-18T08:00:00Z,PG3MI,10.604166666666666
2017-01-18T08:00:00Z,QJHW4,5.258333333333334
2017-01-18T08:00:00Z,WT52R,6.810416666666668
2017-01-18T08:00:00Z,X5DKW,30.35
2017-01-18T08:00:00Z,ZP1FZ,7.803571428571428
2017-01-18T08:00:00Z,ZZ8JF,4.234640522875817
2017-01-18T16:00:00Z,1X116,22.675595238095237
2017-01-18T16:00:00Z,9Q6TA,21.285714285714285
2017-01-18T16:00:00Z,KW43U,21.30952380952381
2017-01-18T16:00:00Z,VR4WG,21.482142857142854
2017-01-18T16:00:00Z,XJF9O,22.5
2017-01-19T08:00:00Z,3S31A,12.946739130434782
2017-01-19T08:00:00Z,A2FBI,4.37987012987013
2017-01-19T08:00:00Z,DJN0F,4.150952380952381
2017-01-19T08:00:00Z,E5P9N,11.093167701863354
2017-01-19T08:00:00Z,FRITQ,31.070901785714288
2017-01-19T08:00:00Z,H96P6,8.242261904761905
2017-01-19T08:00:00Z,PG3MI,9.602272727272728
2017-01-19T08:00:00Z,QJHW4,3.095555555555556
2017-01-19T08:00:00Z,WT52R,4.675000000000001
2017-01-19T08:00:00Z,X5DKW,30.35
2017-01-19T08:00:00Z,ZZ8JF,2.5250000000000004
2017-01-19T16:00:00Z,1X116,22.104166666666664
2017-01-19T16:00:00Z,9Q6TA,22.0625
2017-01-19T16:00:00Z,KW43U,22.5625
2017-01-19T16:00:00Z,VR4WG,21.20833333333333
2017-01-19T16:00:00Z,XJF9O,20.958333333333336
2017-01-20T08:00:00Z,3S31A,8.676358695652173
2017-01-20T08:00:00Z,A2FBI,10.250988142292488
2017-01-20T08:00:00Z,DJN0F,7.8560606060606055
2017-01-20T08:00:00Z,E5P9N,16.133152173913043
2017-01-20T08:00:00Z,FRITQ,31.070901785714288
2017-01-20T08:00:00Z,H96P6,11.687987012987014
2017-01-20T08:00:00Z,PG3MI,12.549818840579709
2017-01-20T08:00:00Z,ZZ8JF,3.503968253968254
2017-01-20T16:00:00Z,1X116,18.856060606060606
2017-01-20T16:00:00Z,9Q6TA,20.886363636363637
2017-01-20T16:00:00Z,KW43U,20.388339920948617
2017-01-20T16:00:00Z,VR4WG,20.03030303030303
